test_number,position,source_position,question_id,question,answer_1,answer_2,answer_3,correct_option,correct_answer,answer_key_status,answer_key_note,image_local,image_url
37,22,22,6966,Davant de la senyal de l'agent que he de fer?,Continuar a la dreta.,Detenir-me davant la pròxima marca vial transversal.,xxxx,2,Detenir-me davant la pròxima marca vial transversal.,present,,images/37dc004f882b_173-6966.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6966.jpg
37,23,23,6949,Que indica el senyal lluminós roig?,Ens indica un encreuament perillós.,Ens prohibeix circular pel carril que te el senyal encès.,Ens indica un carrer de direcció prohibida.,2,Ens prohibeix circular pel carril que te el senyal encès.,present,,images/4cf7dc8a6e25_173-6949.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6949.jpg
37,24,24,6970,Que l'hi indica la senyal de la fotografia?,"Que en una via de sentit únic, la calçada passa de tres a dos carrils.","Que, en una via de doble sentit, el carril de l'esquerra del nostre sentit finalitza.","Que, s'aproxima a una línia continua i recorda la prohibició de circular a l'esquerra de la mateixa en una via de doble sentit.",2,"Que, en una via de doble sentit, el carril de l'esquerra del nostre sentit finalitza.",present,,images/28444378d030_173-6970.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6970.jpg
37,25,25,6958,"Amb el seu turisme circula per un carril que ha estat habilitat per a ser utilitzat en sentit contrari l'habitual, l'hi està permès desplaçar-se al destinat al sentit normal de circulació per a avançar?",No.,Si.,xxxx,1,No.,present,,images/e3cd04f6f57b_173-6958.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6958.jpg
37,26,26,6969,"A la vista del senyal que s'observa en la fotografia, tant a la dreta com a l'esquerra de la calçada, l'hi està permès realitzar la maniobra de canvi de sentit de la marxa sobre la mateixa calçada?",Si.,No.,Potser.,2,No.,present,,images/7110a8d783aa_173-6969.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6969.jpg
37,27,27,6973,Aquest senyal prohibeix el pas als vehicles…,"Quina alçada màxima, inclosa la càrrega, supera la indicada.","Quina amplada màxima, inclosa la càrrega, supera la indicada.",Quin pes total sobre algun eix superi a l'indicada en tones.,3,Quin pes total sobre algun eix superi a l'indicada en tones.,present,,images/94163f8927d8_173-6973.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6973.jpg
37,28,28,6976,Que significa aquest senyal?,Fi de via ràpida.,Pont mòbil.,Fi d'autopista.,2,Pont mòbil.,present,,images/844ba5b7a567_173-6976.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6976.jpg
37,29,29,6951,Els senyals que s'observen en la fotogràfia l'hi indiquen perill per la proximitat...,D'una corba perillosa cap a la dreta.,D'una corba perillosa cap a l'esquerra.,"D'una successió de corbes pròximes entre si,la primera cap a l'esquerra.",2,D'una corba perillosa cap a l'esquerra.,present,,images/5594256b93e1_173-6951.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6951.jpg
37,30,30,6962,Que indica el senyal?,Perill per proximitat d'una sortida a 200 metres.,A proximitat a una sortida a 200 metres.,Aproximació a un pas a nivell sense barreres a 200 metres.,2,A proximitat a una sortida a 200 metres.,present,,images/a15029fee9fd_173-6962.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6962.jpg
37,31,31,6961,El senyal de la fotografia l'hi indica…,"A l'esquerra de la calçada, l'atansament d'un pas a nivell amb barreres.","A la dreta de la calçada, l'atansament d'un pas anivell amb barreres.","A la dreta de la calçada, la proximitat d'un pas a nivell amb barreres.",1,"A l'esquerra de la calçada, l'atansament d'un pas a nivell amb barreres.",present,,images/59cc54f595c9_173-6961.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6961.jpg
37,32,32,6959,"En aquesta intersecció en la qual no existeix línia de detenció pintada en la calçada, on ha de detenir-se?","Al costat del senyal, sense sobrepassar-lo.","En la intersecció, sempre que la posició del seu vehicle no modifiqui la trajectòria normal dels vehicles que circulin per la via transversal.",Immediatament abans d'arribar a la intersecció.,2,"En la intersecció, sempre que la posició del seu vehicle no modifiqui la trajectòria normal dels vehicles que circulin per la via transversal.",present,,images/4466b00e832b_173-6959.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6959.jpg
37,33,33,6977,Que significa aquest senyal?,Estacionament autoritzat a la dreta i a l'esquerra.,Prohibit girar a la dreta i a l'esquerra.,Autoritzat a girar a la dreta i a l'esquerra.,2,Prohibit girar a la dreta i a l'esquerra.,present,,images/e6a192161beb_173-6977.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6977.jpg
37,34,34,6987,"Que significa aquest semàfor, amb un llum groc fix?",Precaució.,Via lliure.,"Parar, llevat que la detenció no pugui efectuar-se en condicions de seguretat.",3,"Parar, llevat que la detenció no pugui efectuar-se en condicions de seguretat.",present,,images/811ac09d1fa1_173-6987.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6987.jpg
37,35,35,6980,Que indica aquest senyal?,Conductor novell.,Conductor permís J.,Precaució vehicle lent.,1,Conductor novell.,present,,images/ac0b68f556fc_173-6980.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6980.jpg
37,36,36,6981,Que indica aquest senyal?,Ascens perillós amb indicació del pendent en tant per cent.,Descens perillós amb indicació en tant per cent.,Pendent perillós a la dreta.,2,Descens perillós amb indicació en tant per cent.,present,,images/aada9b957245_173-6981.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6981.jpg
37,37,37,6954,"D'acord amb la senyalització que s'observa en la fotografia i que la linia groga es continua, l'hi està permés parar o estacionar?","Estacionar no, parar si, a causa de la seva curta durada.","Si, perque no s'obstaculitza a altres vehicles ja que hi ha mes carrils per a circular.","No,no s'ha de parar ni estacionar.",3,"No,no s'ha de parar ni estacionar.",present,,images/5885a3b37315_173-6954.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6954.jpg
37,38,38,6974,Que significa aquest senyal?,Altura màxima.,Pes limitat per eix.,Limitació de pes total per a vehicles de transport de mercaderies i vehicles análegs.,3,Limitació de pes total per a vehicles de transport de mercaderies i vehicles análegs.,present,,images/a6ae6885d093_173-6974.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6974.jpg
37,39,39,6971,"A partir del senyal rectangular que s'aprecia en la fotografia, en quins llocs pot estacionar el seu vehicle?",En cap.,Solament en els llocs designats per senyals o per marques.,En tots aquells en que no estigui específicament prohibit.,1,En cap.,present,,images/be24f73ed227_173-6971.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6971.jpg
37,40,40,6957,"Circula amb el seu turisme a una velocitat de 60km/h. Tenint en compte el senyal, per quin carril ha de circular?","Pel dret, encara que si les circumstàncies ho permeten podré circular pel central o per l'esquerra.","Pel dret, únicament.","Pel central o per l'esquerra, però mai pel dret, que està reservat al tràfic ràpid.",2,"Pel dret, únicament.",present,,images/ce271bf65d49_173-6957.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6957.jpg
38,1,1,7009,Que indica aquest senyal?,Presència de nens.,Pas de vianants (nens).,Situació de pas de vianants.,1,Presència de nens.,present,,images/eec21879cd69_174-7009.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7009.jpg
38,2,2,6995,Que significa aquest senyal?,Calçada en línia recta.,Perill indefinit.,Encreuament amb preferència.,2,Perill indefinit.,present,,images/bb203a6a22c7_174-6995.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-6995.jpg
38,3,3,7003,"Una línia discontinua doble que delimita un carril per ambdós costats, que significa?",Que es un carril preferent.,"Que no es pot creuar,ni circular a l'esquerra de la mateixa.",Que es un carril reversible.,3,Que es un carril reversible.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
38,4,4,7008,Que significa aquest senyal?,Posició d'una desviació o d'un estrenyiment temporal.,Pas a nivell amb barreres.,Direcció per corba.,1,Posició d'una desviació o d'un estrenyiment temporal.,present,,images/25128cc64147_174-7008.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7008.jpg
38,5,5,6991,Aquest senyal pintat a la calçada indica…,Velocitat màxima,Velocitat mínima.,Velocitat aconsellable.,1,Velocitat màxima,present,,images/a1722aea47dd_174-6991.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-6991.jpg
38,6,6,7022,Aquest senyal indica que…,Està prohibit estacionar els dies parells.,Està prohibit estacionar els dies imparells (senars).,Està prohibida la parada.,2,Està prohibit estacionar els dies imparells (senars).,present,,images/565827e6bb17_174-7022.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7022.jpg
38,7,7,7020,"Una línia discontinua doble que delimita un carril per ambdós costats, que significa?",Que es un carril preferent.,"Que no es pot travessar, ni circular a l'esquerra de la mateixa.",Que es un carril reversible.,3,Que es un carril reversible.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
38,8,8,7002,Que ens indica aquest senyal?,Longitud total del vehicle limitada.,Pes limitat per eix.,Altura limitada de l'eix posterior.,2,Pes limitat per eix.,present,,images/ce0f2250144d_174-7002.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7002.jpg
38,9,9,7011,Aquest senyal indica que…,Està prohibit estacionar els dies parells.,Està prohibit estacionar els dies imparells (senars).,Està prohibida la parada.,2,Està prohibit estacionar els dies imparells (senars).,present,,images/80bd56afbe4c_174-7011.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7011.jpg
38,10,10,7017,Aquest senyal com a norma general prohibeix avançar ocupant el sentit contrari?,Si.,No.,xxxxx,1,Si.,present,,images/20cc3ac10a6b_174-7017.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7017.jpg
38,11,11,7001,Que indica aquest senyal?,Calçada obligatòria per a vianants.,Prohibició d'entrar en l'encreuament quan hi ha risc de quedar-se immobilitzat al centre i impedir el pas transversal de vehicles.,Calçada enreixada fins a la propera intersecció.,2,Prohibició d'entrar en l'encreuament quan hi ha risc de quedar-se immobilitzat al centre i impedir el pas transversal de vehicles.,present,,images/cdfdd6b7859d_174-7001.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7001.jpg
38,12,12,7016,"En un carril delimitat per cons, els conductors que hi circulen, poden sobrepassar els cons lateralment?","Si, amb precaució.","Si, per efectuar avançaments.",No.,3,No.,present,,images/37e543bfb916_174-7016.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7016.jpg
38,13,13,7019,"Aquest panell col.locat sota d'un senyal de perill, indica…",La distància al final del perill.,La distància a l'inici del perill.,La longitud del tram en el que hi ha el perill.,2,La distància a l'inici del perill.,present,,images/eb9237da0040_174-7019.png,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7019.png
38,14,14,7013,Que indica aquest agent de circulació?,Alto als que vinguin per la dreta.,Alto solament als que vinguin per darrera.,Via lliure als que vinguin per darrera.,2,Alto solament als que vinguin per darrera.,present,,images/c7a9be2629ea_174-7013.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7013.jpg
38,15,15,6990,"Si circula pel carril de més a l'esquerra d'aquesta via a la vista de la senyalització, ha de…","Continuar pel carril de l'esquerra, doncs així ho indica l'aspa.",Abandonar el carril i incorporar-se el mes aviat possible als carrils de la dreta.,"Continuar,sols en el cas que porti un vehicle de servei públic.",2,Abandonar el carril i incorporar-se el mes aviat possible als carrils de la dreta.,present,,images/2369feff941b_174-6990.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-6990.jpg
38,16,16,7028,Aquests senyals estan relacionats…,Amb pendents ascendents o descendents.,Amb els rasants o guals a la via.,"Amb els ports de muntanya i les valls, respecte a la seva inclinació.",2,Amb els rasants o guals a la via.,present,,images/d1e433f23636_174-7028.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7028.jpg
38,17,17,7024,Que indica aquest senyal?,Calçada lliscant.,Perill inminent indefinit.,Obstrucció a la calçada per vehicle motoritzat.,3,Obstrucció a la calçada per vehicle motoritzat.,present,,images/cfb5b6ce5bea_174-7024.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7024.jpg
38,18,18,7005,"Aquest senyal, el trobarem…",En una parada d'autobús escolar.,En una via urbana.,En un vehicle destinat a transport escolar.,3,En un vehicle destinat a transport escolar.,present,,images/466f31c11ac7_174-7005.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7005.jpg
38,19,19,7000,Que ordena aquest agent?,Parar als vehicles que venen pel seu darrera.,Parar als vehicles que venen per davant i als que venen pel seu darrera.,Parar als vehicles que venen pels costats.,1,Parar als vehicles que venen pel seu darrera.,present,,images/0077bdd09abf_174-7000.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7000.jpg
38,20,20,6992,Aquest senyal indica que…,Que a partir d'aquest lloc deixen d'aplicar-se les regles especials de circulació en aquest tipus de via.,Que a partir d'aquest lloc han d'aplicar-se les regles especials de circulació en aquest tipus de via.,Que la via no te sortida pels vehicles automòbils.,1,Que a partir d'aquest lloc deixen d'aplicar-se les regles especials de circulació en aquest tipus de via.,present,,images/119dc81c0df5_174-6992.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-6992.jpg
38,21,21,7018,"A la vista d'aquest senyal, sap que circula…",Per una via de varis carrils en el mateix sentit.,Per autopista.,Per una carretera convencional.,1,Per una via de varis carrils en el mateix sentit.,present,,images/48e3734b6d1e_174-7018.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-7018.jpg
38,22,22,6994,Que indica aquest senyal?,Fi de prioritat per a camions.,Circulació prohibida a vehicles que transporten matèries contaminants de l'aigua.,Circulació prohibida a vehicles que transporten matèries perilloses.,2,Circulació prohibida a vehicles que transporten matèries contaminants de l'aigua.,present,,images/6f9cf469a7ac_174-6994.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/174-6994.jpg
